temperature_2m,relative_humidity_2m,cloud_cover_high,cloud_cover_mid,cloud_cover_low,surface_pressure,wind_gusts_10m,wind_direction_10m,wind_speed_100m,soil_moisture_100_to_255cm,target
29.2,67,71,7,0,1008.1,16.2,58,13.4,0.344,0
29.0,68,90,5,0,1008.9,8.6,43,10.0,0.344,0
28.3,71,100,15,3,1010.0,9.4,19,14.0,0.344,0
28.0,74,99,5,2,1010.5,9.7,29,14.1,0.344,0
27.9,74,9,8,3,1010.8,9.4,43,12.8,0.344,0
27.5,75,24,15,11,1010.9,9.4,52,13.7,0.344,0
27.0,77,95,14,1,1010.6,10.1,66,14.6,0.344,0
26.6,78,91,1,0,1010.3,10.8,61,15.9,0.344,0
26.4,76,80,0,0,1009.7,14.8,57,18.8,0.344,0
26.1,75,100,2,0,1009.3,16.9,60,19.6,0.344,0
25.7,77,97,6,0,1009.3,16.6,60,17.5,0.344,0
25.1,80,100,5,0,1009.7,13.3,34,14.3,0.344,0
24.7,83,85,0,0,1010.5,9.4,27,11.8,0.344,0
25.2,82,8,0,0,1011.1,7.2,3,9.2,0.344,0
26.4,79,96,1,0,1012.1,7.9,338,3.8,0.344,0
27.6,74,100,6,0,1012.7,10.4,22,2.8,0.344,0
29.0,69,67,5,0,1012.7,11.9,360,3.1,0.344,0
30.2,63,91,2,0,1012.1,15.5,32,5.9,0.344,0
31.5,57,95,3,2,1010.9,20.5,52,10.3,0.344,0
32.2,52,100,8,8,1009.8,25.6,62,14.9,0.344,0
32.3,50,86,11,8,1008.6,29.5,63,18.2,0.344,0
32.0,53,52,9,3,1007.7,29.5,63,17.3,0.344,0
31.4,56,1,18,9,1007.7,26.6,59,16.3,0.344,0
30.9,59,2,8,1,1008.0,23.0,51,13.9,0.344,0
29.2,68,0,9,0,1008.9,14.4,39,13.9,0.344,0
28.9,70,0,4,0,1009.6,9.7,34,12.5,0.344,0
28.0,74,88,13,0,1010.5,10.4,28,13.7,0.344,0
27.6,76,99,14,9,1011.4,9.0,18,13.4,0.344,0
27.5,77,58,7,0,1011.2,9.0,20,14.3,0.344,0
27.2,77,94,2,4,1011.4,10.4,55,15.0,0.344,0
26.7,79,90,2,1,1011.1,10.4,57,15.1,0.344,0
26.6,76,37,1,0,1010.4,14.4,62,18.6,0.344,0
26.1,77,95,0,0,1009.6,14.8,60,18.1,0.344,0
25.5,79,93,0,0,1009.2,14.0,46,16.3,0.344,0
25.0,83,81,2,0,1009.3,11.2,42,13.4,0.344,0
24.7,84,100,7,0,1009.7,7.9,31,12.5,0.344,0
24.5,85,98,5,0,1010.3,7.6,41,11.9,0.344,0
25.2,81,98,5,1,1010.9,5.8,30,10.6,0.344,0
26.6,78,100,8,1,1012.0,7.2,360,3.2,0.344,0
28.1,72,100,2,0,1012.5,11.9,21,4.5,0.344,0
29.5,65,9,3,0,1012.3,17.3,31,8.1,0.344,0
30.6,60,44,6,0,1011.8,22.3,47,11.5,0.344,0
31.5,58,53,0,2,1010.5,23.8,56,12.6,0.344,0
32.2,55,100,21,9,1009.4,28.1,77,16.2,0.344,0
31.9,56,100,15,15,1008.6,29.5,70,16.7,0.344,1
31.7,57,100,12,13,1008.0,28.1,62,14.7,0.344,0
31.7,58,100,5,6,1007.8,23.0,62,14.2,0.344,0
30.8,61,100,12,5,1008.1,20.9,44,14.3,0.344,0
29.5,65,100,13,1,1008.8,15.1,32,16.8,0.344,0
28.9,69,96,8,1,1009.5,13.3,40,15.1,0.344,0
28.5,71,100,18,6,1010.9,11.9,30,15.8,0.344,0
28.0,74,100,0,0,1011.1,12.6,23,15.8,0.344,0
27.5,77,100,4,1,1010.9,11.9,10,14.6,0.344,0
27.3,77,78,0,0,1010.7,10.4,18,15.3,0.344,0
26.9,79,100,2,1,1010.5,10.4,28,13.6,0.344,0
26.5,81,96,0,0,1010.1,9.0,23,13.2,0.344,0
26.0,84,100,1,1,1009.6,9.0,13,12.1,0.344,0
25.5,86,100,2,0,1009.2,7.6,11,11.1,0.344,0
25.2,87,100,0,0,1008.9,7.6,10,11.6,0.344,0
25.0,88,100,1,0,1008.9,6.8,11,10.8,0.344,0
24.6,89,89,2,0,1009.5,6.5,347,9.7,0.344,0
25.4,87,62,2,0,1010.3,6.1,335,7.4,0.344,0
27.2,81,85,0,4,1011.1,7.9,75,4.4,0.344,0
28.6,75,83,0,1,1011.5,11.2,82,3.9,0.344,0
30.0,69,81,0,0,1011.4,12.2,69,3.8,0.344,0
31.3,61,100,2,4,1010.5,19.4,67,9.8,0.344,0
32.1,56,69,9,7,1009.5,26.6,65,15.5,0.344,0
32.4,54,45,13,17,1008.4,31.7,69,18.9,0.344,0
31.9,57,67,43,20,1007.4,31.7,72,18.7,0.344,0
32.0,59,62,4,3,1006.8,29.9,67,15.0,0.344,0
32.0,59,62,9,6,1006.7,27.7,67,15.3,0.344,0
30.9,64,97,9,1,1007.4,22.3,66,14.7,0.344,0
29.5,70,100,4,3,1008.3,15.8,62,14.6,0.344,0
29.1,72,100,6,7,1009.0,10.4,47,13.5,0.344,0
28.8,73,91,13,8,1010.1,11.9,46,15.4,0.344,0
28.1,77,76,9,10,1010.6,11.9,50,14.2,0.344,0
27.8,76,94,15,9,1010.7,9.7,52,15.8,0.344,0
27.7,75,17,2,4,1010.6,13.0,32,17.7,0.344,0
27.2,78,51,2,1,1010.4,13.3,42,16.5,0.344,0
27.0,78,15,1,4,1010.1,11.5,52,16.4,0.344,0
26.4,82,0,1,7,1009.3,11.5,27,14.3,0.344,0
25.9,85,13,5,2,1009.3,9.0,6,11.0,0.344,0
25.7,86,100,4,0,1009.0,7.6,21,12.4,0.344,0
25.5,87,100,1,0,1009.3,8.6,23,13.2,0.344,0
25.0,89,100,0,0,1009.4,9.4,5,12.9,0.344,0
25.2,88,100,0,0,1010.0,9.4,358,12.8,0.344,0
27.5,83,70,0,0,1011.2,13.0,25,9.1,0.344,0
29.0,75,85,0,0,1011.4,16.9,38,9.1,0.344,0
30.2,67,92,0,0,1011.3,23.0,48,12.8,0.344,0
31.5,59,86,0,0,1010.8,29.9,67,18.0,0.344,0
32.2,55,0,4,2,1009.6,31.3,72,18.6,0.344,0
32.4,54,0,21,11,1008.4,31.7,67,19.2,0.344,0
32.3,55,43,15,5,1007.2,31.7,64,17.8,0.344,0
32.2,55,40,21,8,1006.5,29.2,64,16.3,0.344,0
32.0,58,82,8,6,1006.5,25.6,57,14.8,0.344,0
31.0,62,99,11,2,1006.7,20.9,61,14.3,0.344,0
29.6,70,91,8,0,1007.6,14.4,59,12.9,0.344,0
29.3,69,96,4,0,1008.3,10.8,28,15.5,0.344,0
28.8,72,89,5,2,1009.7,11.2,17,14.6,0.344,0
28.3,73,76,2,3,1010.2,10.8,6,14.8,0.344,0
27.8,77,100,11,13,1010.5,10.1,351,12.8,0.344,0
27.9,77,95,9,15,1010.7,8.3,347,8.8,0.344,0
27.5,77,100,8,5,1010.5,3.2,53,8.0,0.344,0
26.8,81,99,1,1,1010.4,6.5,80,10.7,0.344,0
26.5,83,98,0,6,1009.4,8.6,57,12.7,0.344,0
26.2,84,100,0,11,1008.7,9.4,56,14.8,0.344,0
26.3,81,100,0,1,1008.6,13.3,58,17.5,0.344,0
26.0,80,100,0,0,1008.8,14.0,57,17.2,0.344,0
25.5,82,100,0,0,1009.5,14.0,40,15.8,0.344,0
25.5,84,100,0,0,1010.3,12.6,24,14.2,0.344,0
27.2,80,97,0,1,1011.6,11.5,23,7.0,0.344,0
28.6,74,100,0,2,1012.2,16.6,37,8.6,0.344,0
29.9,67,100,3,9,1012.2,22.7,54,12.9,0.344,0
30.9,61,100,7,11,1011.7,29.2,67,17.4,0.344,0
31.8,58,100,9,9,1010.3,31.7,70,18.5,0.344,0
31.5,57,98,19,11,1009.3,31.7,73,17.5,0.344,0
31.5,57,47,25,9,1008.0,29.5,75,17.2,0.344,0
31.5,57,0,13,7,1007.2,28.4,69,17.1,0.344,0
31.2,58,0,8,11,1007.3,27.0,61,17.4,0.344,0
30.5,61,0,12,15,1007.8,24.5,63,15.9,0.344,0
29.1,67,0,11,2,1008.6,17.3,58,14.9,0.344,0
28.6,70,0,31,8,1009.4,10.8,69,13.2,0.344,0
28.4,72,0,8,0,1010.0,11.5,56,14.1,0.344,0
28.2,70,100,67,11,1011.1,20.5,85,24.3,0.344,0
26.6,73,99,27,0,1011.1,35.3,46,23.9,0.344,0
26.8,73,100,24,3,1011.1,20.9,55,22.3,0.344,0
27.0,71,94,9,1,1010.9,21.6,56,23.4,0.344,0
26.9,69,87,6,0,1010.7,24.5,67,24.9,0.344,0
26.5,69,93,3,0,1010.0,25.9,67,25.4,0.344,0
25.8,71,99,1,0,1009.9,25.9,65,23.0,0.344,0
25.2,73,98,0,0,1010.1,22.0,62,20.4,0.344,0
24.8,75,96,0,0,1010.3,18.0,58,19.6,0.344,0
24.3,77,96,0,0,1010.9,16.9,57,18.1,0.344,0
24.2,78,98,0,0,1012.0,15.5,61,17.6,0.344,0
25.9,78,98,0,0,1013.0,14.8,54,9.8,0.344,0
27.1,72,99,0,0,1013.9,18.0,52,9.8,0.344,0
28.5,63,34,0,0,1014.0,23.8,50,13.3,0.344,0
29.8,56,18,0,0,1013.1,28.4,57,16.5,0.344,0
30.6,53,25,0,0,1011.9,32.0,59,19.1,0.344,0
31.0,53,0,0,0,1010.6,32.8,63,19.1,0.344,0
31.2,53,0,0,0,1009.5,32.4,66,19.0,0.344,0
31.0,53,0,0,0,1009.0,32.0,67,17.8,0.344,0
30.6,54,3,0,1,1008.9,29.2,65,18.0,0.344,0
29.6,56,9,10,1,1009.5,26.3,71,19.6,0.344,0
28.1,59,20,13,0,1010.3,23.4,67,21.7,0.344,0
27.6,60,2,10,0,1011.0,21.6,51,22.3,0.344,0
27.9,61,0,37,3,1012.3,25.6,54,25.3,0.344,0
27.5,61,0,32,2,1013.2,28.4,54,25.9,0.344,0
27.0,63,0,7,1,1013.4,26.6,53,22.9,0.344,0
26.5,64,77,1,1,1013.2,22.3,55,22.4,0.344,0
25.8,67,97,0,0,1012.8,21.6,52,19.6,0.344,0
25.2,69,94,6,0,1012.7,17.3,61,18.3,0.344,0
24.6,69,100,14,0,1012.1,15.1,68,17.9,0.344,0
24.0,70,99,13,0,1011.3,15.5,65,18.1,0.344,0
23.5,71,100,0,0,1011.1,17.6,70,19.0,0.344,0
22.9,71,100,0,0,1011.4,19.8,77,20.7,0.344,0
22.5,70,100,0,0,1012.2,23.0,72,22.7,0.344,0
22.2,69,100,0,0,1012.9,23.4,62,21.3,0.344,0
24.0,69,100,0,12,1014.5,11.5,69,7.0,0.344,0
25.0,65,97,0,1,1015.1,17.3,44,9.0,0.344,0
26.2,61,17,0,2,1015.1,19.4,43,9.0,0.344,0
27.6,57,0,0,1,1014.2,19.8,41,8.7,0.344,0
28.9,52,0,0,0,1012.5,24.1,49,12.4,0.344,0
29.8,50,32,0,1,1010.9,26.6,46,14.1,0.344,0
30.1,49,39,0,3,1009.7,27.0,46,12.4,0.344,0
30.2,47,98,0,3,1009.1,23.8,59,11.9,0.344,0
29.8,48,18,0,0,1008.9,23.4,71,14.3,0.344,0
28.6,54,5,0,0,1009.5,23.4,84,15.2,0.344,0
27.0,63,0,0,0,1010.6,18.7,104,14.6,0.344,0
26.3,66,0,0,0,1011.5,13.0,94,15.0,0.344,0
25.8,67,0,4,0,1012.9,9.7,12,14.3,0.344,0
25.6,64,0,0,2,1013.5,20.2,357,20.4,0.344,0
24.9,64,2,0,0,1013.6,20.5,24,18.3,0.344,0
24.0,69,1,0,0,1013.3,15.8,21,15.8,0.344,0
23.4,72,1,0,0,1012.7,11.2,25,14.2,0.344,0
22.9,74,1,0,0,1012.4,9.0,10,12.4,0.344,0
22.5,76,50,0,0,1011.7,8.6,5,12.6,0.344,0
22.2,76,47,0,0,1010.9,8.3,25,10.5,0.344,0
22.1,75,44,0,0,1010.6,4.7,14,5.6,0.344,0
21.8,77,98,0,0,1010.8,1.4,270,1.7,0.344,0
21.2,80,80,0,0,1011.6,2.5,270,1.6,0.344,0
21.5,83,40,0,0,1012.2,2.5,270,0.5,0.344,0
23.0,74,93,0,0,1013.5,7.9,286,2.0,0.344,0
24.6,68,97,0,0,1014.0,9.4,301,1.3,0.344,0
26.0,64,90,0,0,1013.6,11.9,324,2.4,0.344,0
27.6,57,87,0,0,1012.7,13.7,4,3.6,0.344,0
29.2,47,98,0,0,1011.1,18.4,45,8.0,0.344,0
30.1,43,93,0,0,1009.5,22.7,50,10.8,0.344,0
30.5,42,97,0,0,1008.1,23.0,32,10.7,0.344,0
30.6,42,97,0,0,1007.4,22.0,13,9.5,0.344,0
30.2,44,70,0,0,1007.4,19.1,6,9.9,0.344,0
29.1,51,0,0,0,1007.7,17.6,351,11.5,0.344,0
27.0,62,0,0,0,1008.1,13.0,355,12.5,0.344,0
26.3,65,0,0,0,1009.0,9.4,18,12.2,0.344,0
26.0,65,0,0,0,1010.3,9.7,350,13.4,0.344,0
25.4,66,0,0,0,1010.8,16.2,333,17.6,0.344,0
24.8,67,0,0,0,1011.1,16.6,347,17.0,0.344,0
24.2,69,0,0,0,1011.3,13.3,346,15.2,0.344,0
23.8,70,0,0,0,1011.1,12.6,333,15.6,0.344,0
23.1,71,0,0,0,1010.6,13.7,331,16.6,0.344,0
22.6,73,0,0,0,1009.9,13.7,331,15.8,0.344,0
22.4,75,0,0,0,1009.4,12.2,333,15.2,0.344,0
22.0,76,0,0,0,1009.4,12.6,337,15.0,0.344,0
21.6,78,0,0,0,1009.6,12.2,338,13.7,0.344,0
21.4,78,0,0,0,1009.9,11.2,342,13.7,0.344,0
21.6,77,0,0,0,1010.5,11.2,346,13.4,0.344,0
23.4,71,0,0,0,1011.4,16.6,345,13.9,0.344,0
25.5,64,0,0,0,1011.8,19.4,342,10.3,0.344,0
27.6,57,0,0,0,1011.7,20.2,340,9.3,0.344,0
29.4,50,44,0,0,1011.2,20.2,342,8.4,0.344,0
30.6,46,49,0,0,1009.8,20.5,339,8.3,0.344,0
31.5,43,69,0,0,1008.2,20.2,344,8.1,0.344,0
32.0,41,82,0,0,1006.7,19.8,354,7.2,0.344,0
32.0,41,82,0,1,1005.9,17.6,162,1.5,0.344,0
30.8,48,79,0,0,1005.8,16.9,171,7.3,0.344,0
29.1,59,96,0,1,1006.0,19.1,182,9.9,0.344,0
27.5,72,100,0,3,1006.6,16.6,190,7.4,0.344,0
27.3,75,100,0,0,1007.5,6.5,180,3.6,0.344,0
27.4,75,100,0,0,1008.5,4.7,270,2.3,0.344,0
26.4,78,97,0,0,1009.0,5.8,307,5.4,0.344,0
26.0,73,100,0,0,1009.0,10.4,314,11.1,0.344,0
26.0,67,76,0,0,1009.0,13.3,335,16.4,0.344,0
25.4,67,87,0,0,1008.7,14.4,341,15.5,0.344,0
24.4,73,99,0,0,1008.6,12.2,340,11.3,0.344,0
23.8,78,100,0,0,1007.9,8.6,341,9.6,0.344,0
23.3,79,100,0,0,1007.3,8.3,324,9.2,0.344,0
22.6,83,99,0,0,1007.2,8.3,324,7.9,0.344,0
22.2,84,80,0,0,1007.8,6.8,315,5.8,0.344,0
22.0,84,75,0,0,1008.6,9.0,317,8.3,0.344,0
22.2,83,90,0,0,1009.4,8.6,330,9.7,0.344,0
24.3,76,90,0,0,1010.4,11.9,324,8.3,0.344,0
26.6,64,82,0,0,1011.2,14.4,317,6.1,0.344,0
28.8,56,98,0,0,1010.9,16.6,310,5.9,0.344,0
30.4,49,37,0,0,1010.3,16.9,304,5.2,0.344,0
31.5,46,91,0,0,1009.4,18.4,291,5.7,0.344,0
32.5,43,68,0,0,1008.1,18.7,287,5.5,0.344,0
33.2,40,59,0,0,1007.1,18.4,273,4.2,0.344,0
33.3,38,94,0,0,1006.3,16.6,228,2.3,0.344,0
32.7,40,0,0,0,1006.2,15.8,202,6.1,0.344,0
31.1,49,39,0,0,1006.4,16.2,204,8.3,0.344,0
29.0,65,0,0,0,1007.3,15.5,205,8.6,0.344,0
28.0,75,33,0,0,1008.1,9.0,180,3.5,0.344,0
27.8,77,94,0,0,1008.7,6.1,270,5.2,0.344,0
27.6,74,100,0,0,1009.4,7.6,309,6.9,0.344,0
27.5,67,100,0,0,1009.4,12.2,326,11.7,0.344,0
27.5,62,100,0,0,1009.6,13.3,335,15.9,0.344,0
27.0,63,100,0,0,1009.4,14.0,337,17.2,0.344,0
26.5,65,100,0,0,1009.1,15.1,338,18.4,0.344,0
26.0,67,99,0,0,1008.8,16.2,345,18.6,0.344,0
25.4,70,97,0,0,1008.2,16.6,347,18.2,0.344,0
25.0,72,99,0,0,1008.1,15.8,351,17.7,0.344,0
24.6,74,87,0,0,1008.3,15.5,352,17.8,0.344,0
24.5,76,100,0,0,1008.8,15.5,356,17.5,0.344,0
24.6,76,98,0,0,1009.2,14.4,3,16.2,0.344,0
26.3,70,25,0,0,1010.0,16.2,2,13.6,0.344,0
28.5,61,27,0,0,1010.7,17.6,360,8.7,0.344,0
30.8,50,54,0,0,1010.8,18.0,18,6.3,0.344,0
32.3,43,75,0,0,1010.3,16.9,54,3.8,0.344,0
33.5,38,34,0,0,1009.3,15.5,80,3.1,0.343,0
34.5,35,17,0,0,1008.1,15.1,117,2.9,0.343,0
35.0,32,11,0,0,1006.9,17.3,129,4.6,0.343,0
34.5,35,8,0,0,1006.3,23.0,147,9.7,0.343,0
33.0,43,0,0,0,1006.3,27.4,159,13.8,0.343,0
31.4,49,0,0,0,1006.7,27.0,169,11.2,0.343,0
29.9,58,0,0,0,1007.6,18.4,160,9.5,0.343,0
29.5,63,22,1,0,1008.3,7.6,107,9.5,0.343,0
29.4,72,0,1,0,1009.3,4.3,59,6.6,0.343,0
28.9,71,0,0,0,1009.7,4.0,355,7.4,0.343,0
28.5,66,15,0,0,1009.5,6.1,333,9.3,0.343,0
28.0,65,34,0,0,1009.3,7.2,8,11.4,0.343,0
27.2,66,100,0,0,1009.3,7.2,331,8.4,0.343,0
26.5,71,51,0,0,1008.8,6.5,324,7.8,0.343,0
26.0,74,37,0,0,1008.2,6.1,322,8.5,0.343,0
25.9,74,97,0,0,1007.6,8.6,317,9.5,0.343,0
25.5,75,8,0,0,1007.5,11.5,325,12.4,0.343,0
25.1,77,3,0,0,1007.9,11.2,336,12.3,0.343,0
25.0,77,0,0,0,1008.7,10.1,331,12.7,0.343,0
25.0,77,0,0,0,1009.5,12.2,328,12.7,0.343,0
26.9,73,72,0,0,1010.7,11.9,340,7.0,0.343,0
29.3,61,11,0,0,1011.4,12.2,42,3.7,0.343,0
31.1,50,0,0,0,1011.1,22.0,68,10.0,0.343,0
32.8,42,1,0,0,1010.0,23.4,58,9.8,0.343,0
34.2,36,18,0,0,1009.2,26.6,55,12.0,0.343,0
34.7,34,0,0,0,1007.8,29.5,52,13.8,0.343,0
35.0,34,0,0,1,1006.6,29.5,57,12.3,0.343,0
35.0,33,0,2,3,1006.1,27.0,77,12.5,0.343,0
34.1,37,0,5,5,1006.0,28.8,88,15.1,0.343,0
32.6,44,0,4,5,1006.4,29.5,84,16.8,0.343,0
31.4,49,0,1,0,1007.2,27.7,93,16.6,0.343,0
30.9,50,0,4,0,1008.1,20.9,102,16.9,0.343,0
31.0,48,88,0,0,1008.9,18.4,68,12.6,0.343,0
30.6,48,86,0,0,1009.4,13.3,35,11.7,0.343,0
30.0,50,90,0,0,1009.3,11.5,18,12.7,0.343,0
29.1,54,99,0,1,1009.5,11.5,25,13.0,0.343,0
28.4,57,71,1,0,1009.0,10.4,12,12.4,0.343,0
27.7,62,89,0,0,1008.8,9.0,360,11.2,0.343,0
27.0,67,100,4,0,1008.3,8.3,29,10.2,0.343,0
26.4,71,100,0,0,1007.8,7.2,62,9.5,0.343,0
26.0,74,99,0,0,1007.7,6.5,83,8.9,0.343,0
25.7,74,100,0,0,1007.9,6.1,65,10.6,0.343,0
25.5,72,100,0,0,1008.3,6.1,47,11.1,0.343,0
25.9,67,100,0,0,1009.1,6.5,58,10.9,0.343,0
27.7,61,100,0,0,1010.1,12.2,42,11.0,0.343,0
29.1,57,100,0,0,1010.9,15.8,54,7.8,0.343,0
31.0,50,100,0,0,1010.8,19.8,38,8.1,0.343,0
32.7,43,100,0,0,1010.3,21.2,27,7.3,0.343,0
33.9,39,100,0,0,1009.3,20.9,17,7.1,0.343,0
34.7,36,100,0,0,1008.1,21.6,30,7.6,0.343,0
35.0,34,100,0,3,1006.9,21.6,51,7.0,0.343,0
34.9,33,99,0,3,1006.3,20.5,109,4.5,0.343,0
34.2,35,76,0,1,1006.0,17.3,144,6.1,0.343,0
32.8,40,11,0,0,1006.2,18.4,147,8.4,0.343,0
31.0,52,4,0,0,1007.2,17.6,148,9.5,0.343,0
30.0,60,13,0,0,1007.9,15.5,180,9.2,0.343,0
30.1,62,61,6,1,1008.8,7.2,186,3.2,0.343,0
29.5,66,94,2,0,1009.1,4.0,346,2.7,0.343,0
29.2,62,97,0,0,1009.3,6.5,24,8.1,0.343,0
29.0,58,100,0,0,1009.0,9.0,47,11.9,0.343,0
28.8,54,100,0,0,1008.7,10.4,66,12.4,0.343,0
28.2,53,95,0,1,1008.7,10.8,67,12.0,0.343,0
27.8,54,100,5,0,1008.3,12.6,68,13.8,0.343,0
27.0,57,94,12,0,1007.8,15.1,79,16.1,0.343,0
26.5,60,19,11,0,1007.8,15.1,72,16.2,0.343,0
26.1,62,27,0,0,1008.2,14.4,67,15.7,0.343,0
25.7,64,42,0,0,1008.5,14.0,63,15.8,0.343,0
25.8,65,22,0,0,1009.1,14.8,65,15.8,0.343,0
27.5,60,88,0,0,1010.2,14.4,74,14.3,0.343,0
29.6,52,70,0,0,1010.8,19.8,83,10.0,0.343,0
31.5,45,53,1,0,1010.8,22.3,70,9.8,0.343,0
33.1,38,100,2,0,1010.1,25.6,38,11.3,0.343,0
34.2,34,100,0,0,1009.2,26.3,28,11.3,0.343,0
34.9,32,100,0,0,1008.0,26.3,29,10.4,0.343,0
35.2,31,100,4,0,1006.9,25.2,43,8.9,0.343,0
35.2,30,85,5,0,1006.3,23.0,65,9.4,0.343,0
34.6,30,99,0,0,1006.0,23.8,74,11.0,0.343,0
33.4,33,96,0,0,1006.5,23.4,79,8.1,0.343,0
31.9,37,34,1,0,1007.3,16.2,118,5.2,0.343,0
31.0,42,0,0,0,1007.9,8.3,122,5.4,0.343,0
30.6,52,16,3,0,1008.5,9.7,85,6.7,0.343,0
30.2,56,8,1,0,1009.0,4.0,59,5.9,0.343,0
29.6,57,19,1,0,1009.1,3.2,330,4.4,0.343,0
29.0,56,10,1,0,1008.9,7.9,315,5.8,0.343,0
28.3,62,0,1,0,1008.5,11.2,308,7.6,0.343,0
27.5,72,0,1,0,1008.4,10.8,283,4.2,0.343,0
27.1,70,0,0,0,1008.2,5.4,157,4.8,0.343,0
26.9,73,73,0,0,1007.7,5.4,135,5.6,0.343,0
26.5,73,84,0,0,1007.8,2.5,53,6.5,0.343,0
26.1,72,93,0,0,1008.2,6.5,56,10.3,0.343,0
26.0,70,97,0,0,1008.7,8.3,36,11.6,0.343,0
26.4,67,99,0,0,1009.4,12.2,42,13.6,0.343,0
28.0,60,98,0,0,1009.8,16.6,38,13.4,0.343,0
30.3,51,69,0,0,1010.8,20.5,49,10.5,0.343,0
32.2,44,96,0,0,1010.8,26.6,62,13.5,0.343,0
33.4,42,63,0,6,1010.3,33.5,76,17.6,0.343,0
34.0,41,12,0,7,1009.4,36.0,82,17.9,0.343,0
34.4,41,93,13,4,1008.7,34.9,92,15.8,0.343,0
34.3,40,100,24,3,1007.5,32.8,86,12.4,0.343,0
34.2,40,99,43,8,1006.8,27.4,90,9.9,0.343,1
33.2,44,99,57,21,1007.1,27.0,94,14.2,0.343,1
31.4,55,100,41,1,1007.7,27.7,86,11.0,0.343,0
30.7,58,100,67,7,1008.6,18.4,130,8.9,0.343,0
28.3,69,98,75,0,1009.5,28.4,157,21.0,0.343,0
31.0,58,100,5,0,1009.6,9.7,56,8.5,0.343,0
30.5,61,29,15,0,1010.3,9.7,72,9.6,0.343,0
30.0,64,95,27,1,1010.5,11.2,83,10.9,0.343,0
29.6,65,1,5,10,1010.2,11.9,81,12.2,0.343,0
29.2,66,0,2,0,1009.7,11.2,59,11.9,0.343,0
28.8,68,35,5,0,1009.3,9.7,57,11.8,0.343,0
28.4,69,87,5,1,1009.0,9.4,60,11.7,0.343,0
28.1,70,94,27,7,1008.9,9.7,95,12.1,0.343,0
27.5,76,100,30,4,1008.9,9.0,42,8.1,0.343,0
27.4,76,100,51,30,1009.3,6.1,4,6.9,0.343,0
27.1,75,39,15,3,1009.9,10.1,66,10.6,0.343,0
27.0,77,90,18,12,1010.6,10.1,57,8.2,0.343,0
28.5,68,12,19,12,1011.5,11.5,54,6.6,0.343,0
30.2,59,0,26,3,1011.9,19.4,84,10.1,0.343,0
31.6,49,5,23,2,1011.9,31.3,80,17.6,0.343,0
32.6,45,89,16,2,1011.4,33.8,78,17.1,0.343,0
33.5,44,97,10,15,1010.3,32.4,65,13.8,0.343,0
34.0,43,100,11,18,1009.3,29.9,56,11.7,0.343,0
33.8,43,87,48,15,1008.6,27.4,50,12.3,0.343,0
33.2,46,67,32,23,1008.3,28.1,51,10.8,0.343,0
33.0,46,6,24,21,1008.0,24.1,61,11.8,0.343,0
31.9,49,2,14,15,1008.4,24.8,55,13.3,0.343,0
31.0,51,41,19,13,1009.3,22.7,78,10.2,0.343,0
30.4,53,99,13,5,1010.0,14.4,79,13.2,0.343,0
29.2,68,100,11,1,1010.4,8.6,43,10.0,0.343,0
29.3,60,100,3,0,1010.4,14.8,58,16.0,0.343,0
29.0,58,99,3,0,1010.5,23.8,65,22.5,0.343,0
28.5,58,100,2,0,1010.7,24.5,62,20.8,0.343,0
28.0,60,99,2,0,1010.5,23.8,63,22.0,0.343,0
27.5,62,99,2,0,1010.2,25.6,65,23.4,0.343,0
26.9,63,95,1,0,1009.8,25.6,69,22.0,0.343,0
26.3,65,26,1,0,1009.2,22.7,77,20.9,0.343,0
25.8,67,100,0,0,1009.2,20.9,78,19.3,0.343,0
25.4,69,100,0,0,1009.5,19.1,59,16.7,0.343,0
25.0,71,98,0,0,1009.8,15.5,42,13.1,0.343,0
24.9,72,100,0,0,1010.5,10.1,32,9.7,0.343,0
26.1,68,96,0,0,1011.6,12.2,360,5.9,0.343,0
27.6,64,85,0,0,1012.3,14.4,325,5.0,0.343,0
29.1,59,77,0,0,1012.5,16.6,315,5.3,0.343,0
30.5,53,57,0,0,1011.9,18.0,336,5.4,0.343,0
32.2,46,17,0,49,1010.8,20.9,23,7.6,0.343,0
33.0,42,0,36,52,1009.5,20.9,8,7.3,0.343,0
33.6,40,36,54,11,1008.1,21.2,353,8.4,0.343,0
33.3,40,74,97,5,1007.3,21.6,285,3.9,0.343,0
32.5,43,0,97,9,1007.4,16.9,201,6.1,0.343,0
31.1,52,5,27,77,1007.7,17.6,169,7.3,0.343,0
29.8,61,3,17,43,1008.6,17.3,157,11.3,0.343,0
29.2,64,74,2,11,1009.6,16.9,158,11.4,0.343,0
28.9,67,84,4,13,1010.2,14.0,120,6.8,0.343,0
28.8,64,95,4,0,1010.5,7.9,353,8.0,0.343,0
28.2,62,49,2,0,1010.5,14.4,342,14.2,0.343,0
27.5,63,5,1,0,1010.3,14.8,351,13.0,0.343,0
26.8,71,1,0,0,1010.2,12.2,4,8.0,0.343,0
26.5,75,97,0,0,1009.8,5.8,360,5.0,0.343,0
26.1,77,95,0,0,1009.2,2.9,360,4.2,0.343,0
25.6,79,97,0,0,1008.8,2.2,90,4.7,0.343,0
25.1,82,100,0,0,1008.6,2.2,76,5.9,0.343,0
24.6,84,98,0,0,1009.0,3.2,353,5.7,0.343,0
24.4,85,100,0,0,1009.3,3.6,323,4.4,0.343,0
