temperature_2m,relative_humidity_2m,cloud_cover_high,cloud_cover_mid,cloud_cover_low,surface_pressure,wind_gusts_10m,wind_direction_10m,wind_speed_100m,soil_moisture_100_to_255cm,target
26.3,89,97,17,0,1010.0,8.6,135,2.2,0.341,0
26.2,91,93,14,1,1009.8,5.8,120,5.7,0.341,0
26.4,91,77,0,1,1010.3,8.6,129,9.0,0.341,0
26.5,91,96,0,0,1010.5,10.1,147,10.3,0.341,0
28.6,80,95,0,28,1011.4,27.4,177,17.1,0.341,0
30.1,72,25,0,6,1012.1,28.4,182,15.3,0.341,0
31.1,67,2,4,13,1012.2,30.2,185,14.8,0.341,0
32.2,62,2,2,13,1011.8,30.2,190,13.6,0.341,0
33.0,59,3,1,22,1010.6,30.2,195,13.0,0.341,0
33.5,57,7,1,29,1009.5,31.0,197,13.5,0.341,0
33.1,57,14,2,24,1008.2,32.8,190,14.9,0.341,0
32.5,58,62,3,9,1007.2,33.1,182,13.5,0.341,0
32.2,59,92,4,3,1006.5,30.2,172,13.6,0.341,0
30.9,66,92,3,3,1006.9,31.7,172,17.6,0.341,0
29.5,72,64,7,3,1007.7,32.0,177,18.2,0.341,0
28.8,79,89,2,0,1008.2,29.2,184,16.6,0.341,0
29.0,81,84,0,0,1008.7,26.6,185,19.5,0.341,0
28.8,82,84,0,0,1009.5,25.9,201,19.2,0.341,0
28.5,81,98,0,0,1009.9,23.4,205,19.3,0.341,0
28.2,83,96,0,0,1010.1,21.6,200,19.7,0.341,0
27.9,84,85,0,0,1009.8,22.3,198,18.5,0.341,0
27.6,86,79,0,0,1009.4,20.5,195,16.9,0.341,0
27.4,88,9,0,0,1008.7,18.0,197,16.0,0.341,0
27.1,89,0,0,0,1008.2,16.6,185,15.6,0.341,0
27.0,89,0,0,0,1008.1,17.6,174,16.7,0.341,0
27.0,89,0,0,3,1008.1,19.1,168,17.9,0.341,0
27.0,88,0,0,3,1008.6,19.8,167,18.5,0.341,0
27.1,88,0,0,3,1008.9,19.8,177,17.5,0.341,0
29.0,77,45,0,0,1009.7,23.4,183,14.3,0.341,0
30.5,68,60,0,0,1010.2,25.6,183,12.8,0.341,0
31.9,62,97,0,0,1010.4,25.9,185,11.2,0.341,0
33.0,57,89,0,0,1010.0,26.6,185,10.4,0.341,0
33.8,55,89,4,5,1009.1,29.5,181,11.4,0.341,0
34.0,55,97,2,7,1007.9,31.7,179,12.8,0.341,0
34.2,52,98,8,5,1006.6,32.4,179,13.3,0.341,0
33.8,51,98,6,2,1005.7,31.3,176,14.1,0.341,0
33.3,49,92,6,2,1005.0,32.0,170,15.9,0.341,0
31.8,56,91,7,2,1005.0,32.8,173,17.2,0.341,0
30.4,63,93,5,1,1005.3,31.0,169,18.0,0.341,0
29.1,76,81,2,0,1006.0,28.4,181,18.0,0.341,0
28.9,82,91,0,0,1006.3,26.3,186,19.5,0.341,0
28.5,84,95,0,0,1007.3,24.8,197,16.1,0.341,0
28.3,87,97,0,0,1007.9,19.8,197,17.9,0.341,0
28.1,88,100,0,0,1008.2,20.5,194,18.2,0.341,0
27.9,90,95,0,0,1008.3,21.2,189,19.2,0.341,0
27.7,90,92,0,3,1008.0,21.6,188,19.0,0.341,0
27.5,91,76,0,2,1007.5,21.6,188,17.7,0.341,0
27.4,90,93,0,0,1007.0,19.8,178,17.8,0.341,0
27.4,89,83,0,0,1007.0,20.5,172,18.4,0.341,0
27.4,88,87,0,1,1007.2,20.9,171,19.4,0.341,0
27.4,88,24,0,3,1007.8,25.6,170,22.6,0.341,0
27.5,87,7,0,2,1008.5,26.6,175,23.1,0.341,0
29.3,76,83,0,7,1009.4,31.0,178,20.4,0.341,0
30.6,69,64,0,4,1010.1,33.1,182,18.4,0.341,0
31.6,64,99,0,4,1010.4,34.6,181,18.0,0.341,0
32.5,60,98,1,4,1010.3,35.6,182,17.5,0.341,0
33.0,59,87,1,11,1009.2,37.1,182,18.0,0.341,0
33.5,56,89,2,2,1008.2,37.8,181,17.8,0.341,0
33.5,54,85,1,0,1006.8,37.8,181,18.0,0.341,0
33.0,56,83,2,0,1005.8,38.5,186,19.8,0.341,0
32.3,58,76,3,0,1005.1,38.5,182,18.0,0.341,0
31.4,61,65,9,0,1005.0,34.6,163,16.6,0.341,0
30.0,70,11,2,0,1005.8,31.3,172,17.6,0.341,0
29.0,77,15,1,0,1006.8,28.4,171,17.5,0.341,0
29.1,79,97,2,0,1007.2,26.6,186,16.7,0.341,0
28.9,81,94,2,0,1008.0,23.0,179,18.5,0.341,0
28.5,84,91,2,0,1008.6,23.4,182,17.3,0.341,0
28.4,85,91,1,0,1008.5,22.7,180,19.1,0.341,0
28.1,88,91,1,0,1008.3,22.7,181,20.4,0.341,0
28.0,87,97,1,0,1008.0,24.1,175,20.0,0.341,0
27.8,88,77,0,1,1007.3,22.7,178,18.0,0.341,0
27.6,88,100,0,1,1006.7,23.0,176,20.0,0.341,0
27.5,88,100,0,6,1006.7,24.5,177,20.9,0.341,0
27.4,88,100,0,21,1006.7,24.8,180,21.4,0.341,0
27.5,88,100,0,33,1007.3,25.2,179,21.6,0.341,0
27.5,87,100,0,38,1007.9,25.6,177,21.4,0.341,0
29.0,77,15,0,27,1009.0,30.2,184,19.3,0.341,0
30.5,68,9,0,34,1009.7,32.0,187,17.8,0.341,0
31.5,63,0,0,13,1009.9,33.1,183,17.0,0.341,0
32.5,59,0,0,13,1009.6,34.6,182,17.0,0.341,0
33.1,55,11,0,7,1008.8,36.7,179,17.8,0.341,0
33.5,51,0,0,1,1007.7,38.5,177,18.9,0.341,0
33.5,46,0,0,0,1006.5,39.2,177,19.8,0.341,0
33.3,46,0,0,0,1005.5,39.2,176,19.8,0.341,0
32.5,47,0,1,0,1004.8,38.2,177,19.5,0.341,0
31.7,51,0,1,0,1004.8,36.0,178,18.4,0.341,0
30.0,65,0,0,0,1005.2,32.0,182,17.1,0.341,0
29.0,73,0,0,0,1005.4,26.6,183,14.6,0.341,0
29.0,78,0,0,0,1006.2,21.6,189,16.0,0.341,0
28.6,81,6,0,0,1007.0,25.9,186,20.1,0.341,0
28.4,82,44,0,0,1007.5,27.0,190,21.0,0.341,0
28.2,83,73,0,0,1007.6,26.6,182,22.5,0.341,0
28.0,83,82,0,0,1007.7,29.5,178,24.8,0.341,0
27.8,84,92,0,0,1007.4,29.5,189,21.7,0.341,0
27.5,85,84,0,0,1006.9,24.5,186,20.5,0.341,0
27.4,86,94,0,0,1006.4,23.0,184,19.5,0.341,0
27.4,86,89,0,0,1006.5,21.2,181,19.5,0.341,0
27.3,87,73,0,0,1006.7,21.2,177,19.3,0.341,0
27.2,87,71,0,0,1007.1,20.9,176,17.8,0.341,0
27.4,87,5,0,2,1007.7,19.1,176,16.4,0.341,0
29.0,78,3,0,17,1008.6,22.7,180,13.1,0.341,0
30.5,70,18,1,12,1009.1,25.6,180,12.6,0.341,0
31.8,63,88,4,13,1009.4,27.4,180,12.2,0.341,0
32.5,59,87,6,13,1009.0,27.7,182,11.2,0.341,0
33.5,55,59,7,7,1008.0,27.4,181,10.5,0.341,0
34.0,56,1,3,2,1007.1,31.7,180,13.5,0.341,0
33.8,56,1,10,4,1006.0,33.8,179,15.5,0.341,0
33.2,57,0,9,1,1005.2,34.9,181,17.1,0.341,0
32.7,56,0,1,1,1004.9,34.9,176,18.0,0.341,0
31.5,60,0,2,0,1004.7,34.9,181,16.6,0.341,0
30.2,66,0,6,0,1005.0,29.5,181,16.2,0.341,0
29.0,77,0,1,0,1005.1,26.3,184,16.8,0.341,0
28.9,82,0,2,0,1005.8,20.9,188,16.1,0.341,0
28.5,85,0,0,0,1006.6,20.9,184,17.8,0.341,0
28.2,87,0,0,0,1006.9,21.6,185,19.1,0.341,0
28.0,88,0,0,0,1007.0,24.1,180,21.4,0.341,0
27.8,88,0,0,0,1007.2,27.0,178,23.6,0.341,0
27.6,89,0,0,0,1007.2,27.7,183,23.1,0.341,0
27.4,89,4,0,0,1006.9,25.6,188,19.6,0.341,0
27.2,90,0,0,0,1006.7,20.9,194,16.6,0.341,0
27.0,90,1,0,0,1006.9,16.2,190,14.3,0.341,0
26.9,91,0,0,0,1007.2,12.6,173,12.1,0.341,0
26.7,91,0,0,0,1007.9,9.0,155,11.5,0.341,0
27.0,90,0,0,0,1008.7,13.0,151,13.9,0.341,0
29.1,79,0,3,20,1009.7,22.7,156,13.3,0.341,0
30.7,70,0,2,38,1010.4,26.6,166,13.6,0.341,0
32.0,63,0,1,35,1010.7,29.9,174,14.7,0.341,0
32.6,61,0,5,40,1010.5,32.8,177,15.5,0.341,0
33.0,59,0,6,22,1009.6,34.2,179,16.2,0.341,0
33.2,54,0,5,3,1008.9,34.6,174,15.5,0.341,0
33.9,45,0,8,0,1007.9,34.6,178,16.4,0.341,0
33.9,40,17,5,0,1007.0,35.3,175,17.5,0.341,0
33.0,45,10,3,0,1006.6,35.3,176,18.2,0.341,0
31.5,59,12,2,0,1006.5,34.6,187,18.5,0.341,0
29.9,72,11,1,0,1007.0,32.8,178,18.7,0.341,0
29.1,77,2,1,0,1007.6,29.9,174,18.0,0.341,0
28.5,84,0,1,0,1007.7,24.8,172,18.4,0.341,0
28.4,85,0,0,0,1008.7,21.6,166,18.8,0.341,0
28.1,85,0,0,0,1009.1,20.9,166,18.0,0.341,0
28.0,85,0,0,0,1009.2,19.1,166,16.6,0.341,0
27.8,88,0,0,0,1009.1,19.8,169,18.0,0.341,0
27.6,89,4,0,4,1008.7,19.8,182,16.7,0.341,0
27.5,90,64,0,6,1008.1,17.6,186,15.8,0.341,0
27.4,90,82,0,23,1007.4,16.6,183,15.9,0.341,0
27.4,90,100,0,19,1007.3,17.3,182,16.6,0.341,0
27.4,90,100,1,2,1007.5,17.6,167,16.0,0.341,0
27.3,90,100,26,8,1008.0,16.6,143,14.3,0.341,0
25.1,93,96,97,100,1009.4,30.6,91,27.8,0.341,1
29.4,79,70,41,18,1009.4,18.0,138,11.1,0.341,1
26.0,84,97,79,10,1010.5,32.8,79,17.7,0.341,1
29.8,69,73,5,0,1010.4,25.2,87,8.8,0.341,0
32.0,59,55,8,2,1010.4,25.2,112,10.1,0.341,0
32.5,56,100,37,14,1009.7,29.2,153,14.7,0.341,0
28.5,75,100,57,9,1009.7,43.9,158,17.3,0.341,1
30.4,64,86,85,18,1008.2,35.3,137,19.0,0.341,1
29.6,69,58,100,6,1007.5,36.4,111,14.7,0.341,0
28.9,71,100,35,1,1007.2,28.1,116,9.9,0.341,0
29.5,69,100,39,0,1007.3,19.8,106,9.7,0.341,0
29.0,71,96,21,0,1008.1,20.5,88,13.0,0.341,0
28.0,79,100,23,0,1008.7,20.2,76,14.4,0.341,0
26.2,84,99,100,0,1009.6,22.7,82,14.7,0.341,0
25.7,87,99,77,0,1011.0,22.7,83,16.8,0.341,0
25.4,89,99,58,0,1011.0,23.4,78,14.7,0.341,0
25.0,91,99,29,0,1011.1,20.2,92,11.9,0.341,0
24.7,91,99,100,0,1010.8,17.3,84,13.1,0.341,0
24.8,89,86,71,0,1010.3,15.8,72,9.8,0.341,0
24.9,89,49,97,4,1010.0,12.6,73,7.6,0.341,0
24.9,88,36,100,5,1009.6,12.2,52,7.9,0.341,0
24.6,88,34,98,7,1009.4,15.1,72,10.2,0.341,1
24.4,88,27,100,2,1009.6,18.0,74,13.0,0.341,0
24.1,88,59,98,5,1010.2,19.1,74,14.1,0.341,0
23.9,88,33,49,23,1010.8,19.4,78,15.0,0.341,0
25.5,81,37,22,35,1012.4,20.9,79,11.6,0.341,0
26.8,73,27,11,3,1013.0,28.1,79,15.3,0.341,0
28.6,63,18,6,8,1013.2,29.2,74,14.2,0.341,0
30.3,57,20,12,3,1012.7,29.9,76,13.8,0.341,0
31.6,53,97,1,14,1011.6,29.9,59,12.7,0.341,0
32.7,49,100,4,14,1010.7,29.5,59,12.6,0.341,0
32.8,46,44,4,15,1009.4,33.5,65,16.2,0.341,0
33.2,43,38,5,7,1008.3,34.6,71,17.0,0.341,0
33.0,43,55,2,0,1007.7,34.2,67,16.1,0.341,0
32.5,44,32,2,3,1007.5,31.3,62,13.9,0.341,0
30.9,51,4,4,3,1007.9,28.4,80,17.3,0.341,0
28.9,59,15,3,1,1008.8,32.8,91,22.9,0.341,0
27.7,70,99,30,0,1010.2,20.9,74,13.1,0.341,0
27.0,75,83,11,0,1011.0,18.7,71,14.9,0.341,0
26.6,77,53,20,0,1011.7,18.7,67,13.2,0.341,0
26.1,78,17,84,2,1012.1,15.8,47,12.7,0.341,0
25.9,77,9,99,0,1011.5,16.2,39,11.8,0.341,0
25.8,77,2,72,0,1011.4,14.4,50,11.1,0.341,0
25.5,79,8,77,0,1011.3,12.2,42,9.4,0.341,0
25.0,81,34,49,0,1010.9,9.4,28,7.0,0.341,0
24.8,82,82,95,2,1010.7,7.2,17,5.2,0.341,0
24.5,84,11,99,1,1010.8,7.9,13,5.3,0.341,0
24.2,86,2,99,0,1011.2,9.4,13,6.6,0.341,0
24.0,86,1,6,1,1012.0,9.4,351,4.9,0.341,0
25.0,81,96,22,1,1012.9,13.0,19,5.6,0.341,0
26.5,72,82,52,0,1013.6,16.2,18,6.8,0.341,0
28.5,62,26,3,0,1013.9,19.1,20,6.8,0.341,0
30.5,54,11,3,1,1013.8,20.9,41,7.5,0.341,0
32.1,48,1,3,0,1012.9,26.3,52,10.9,0.341,0
33.3,44,8,0,0,1011.8,28.1,58,11.6,0.341,0
34.1,42,26,0,0,1010.5,29.2,73,12.3,0.341,0
34.5,41,4,4,3,1009.3,29.9,75,12.0,0.341,0
34.5,40,0,17,5,1008.8,27.7,81,10.9,0.341,0
33.8,41,5,34,2,1008.7,24.8,117,7.9,0.341,0
32.8,44,0,4,4,1009.3,18.0,131,7.2,0.341,0
31.6,51,17,0,2,1010.1,13.7,198,4.3,0.341,0
31.5,49,97,10,1,1010.9,5.4,339,2.4,0.341,0
31.1,54,33,1,0,1011.6,4.7,90,2.1,0.341,0
30.8,50,0,5,7,1012.6,10.8,349,11.4,0.341,0
29.8,55,0,0,0,1012.8,15.5,28,9.5,0.341,0
28.8,60,1,3,0,1012.5,7.9,96,8.4,0.341,0
28.2,64,2,4,0,1012.0,7.6,55,9.8,0.341,0
27.8,67,0,0,0,1011.1,10.4,42,12.3,0.341,0
27.5,69,0,0,0,1010.7,11.9,41,12.9,0.341,0
27.1,70,0,4,2,1010.8,11.5,39,10.5,0.341,0
26.9,71,0,4,1,1010.9,9.0,28,11.3,0.341,0
26.5,72,0,0,1,1011.5,11.2,6,12.8,0.341,0
26.3,74,0,6,5,1012.1,13.7,3,13.8,0.341,0
28.3,67,0,0,0,1013.3,14.4,337,12.1,0.341,0
31.4,52,0,0,0,1013.9,18.0,358,7.4,0.341,0
33.5,42,13,0,3,1014.1,25.9,63,12.3,0.341,0
34.2,40,8,0,1,1013.7,35.6,64,17.7,0.341,0
35.2,37,0,0,0,1012.6,35.6,60,17.3,0.341,0
36.0,36,7,0,0,1011.5,36.0,70,16.6,0.341,0
36.5,35,30,0,1,1010.0,35.6,79,16.1,0.341,0
36.7,35,1,0,1,1008.8,34.2,82,16.1,0.341,0
36.4,35,5,0,2,1008.1,33.5,83,15.5,0.341,0
35.7,36,31,1,0,1007.9,31.3,82,15.4,0.341,0
34.6,39,39,1,0,1008.3,29.2,82,16.3,0.341,0
33.7,42,7,1,0,1009.1,27.0,100,16.8,0.341,0
34.0,39,78,11,0,1010.1,10.4,47,9.0,0.341,0
33.0,43,96,20,0,1010.9,11.5,48,8.1,0.341,0
32.2,49,1,32,7,1011.8,14.0,162,11.0,0.341,0
31.4,56,1,12,0,1011.9,14.8,148,6.1,0.341,0
30.5,61,5,20,4,1011.7,7.6,133,6.8,0.341,0
29.8,66,0,3,0,1010.9,10.1,113,9.3,0.341,0
29.1,68,0,1,0,1010.0,10.1,90,7.1,0.341,0
28.7,68,0,2,0,1009.7,6.8,70,5.6,0.341,0
28.2,70,38,9,2,1009.7,5.4,76,4.8,0.341,0
28.1,70,13,14,0,1009.9,4.0,67,4.1,0.341,0
27.9,72,33,2,0,1010.4,9.4,72,6.7,0.341,0
27.6,72,24,0,0,1011.0,9.7,79,8.5,0.341,0
31.0,58,0,10,4,1011.6,8.3,146,2.4,0.341,0
33.4,47,2,2,2,1012.2,12.6,186,2.1,0.341,0
35.2,39,37,17,2,1012.4,19.4,119,5.2,0.341,0
35.7,38,62,28,11,1012.0,24.8,129,9.8,0.341,0
35.7,39,39,26,17,1011.0,29.2,128,12.0,0.341,1
36.2,39,68,4,8,1009.8,30.6,147,12.4,0.341,0
34.9,44,56,18,5,1008.5,30.2,152,12.5,0.341,0
34.0,49,25,29,6,1007.6,29.9,167,12.8,0.341,0
32.5,56,68,19,17,1007.3,32.0,164,15.5,0.341,1
31.5,66,75,19,3,1007.9,31.7,177,16.1,0.341,1
30.2,73,83,10,1,1008.8,30.6,182,18.9,0.341,0
29.6,77,99,7,1,1009.5,30.2,185,16.5,0.341,0
30.0,77,95,19,0,1009.7,23.0,185,19.3,0.341,0
29.5,82,97,10,0,1010.5,24.5,185,20.1,0.341,0
29.1,86,100,7,0,1010.9,26.3,193,20.5,0.341,0
28.9,84,96,6,1,1010.9,26.3,205,17.3,0.341,0
28.5,85,98,2,10,1010.4,22.3,243,16.6,0.341,0
27.9,83,100,4,14,1009.9,20.9,292,5.9,0.341,1
27.6,83,100,15,5,1009.1,8.6,324,3.5,0.341,0
27.5,82,98,12,10,1008.5,9.4,331,2.9,0.341,0
27.3,85,97,27,8,1008.4,4.7,360,2.6,0.341,0
27.4,88,100,10,0,1008.2,4.7,360,2.7,0.341,0
27.1,89,99,6,0,1008.9,2.9,126,5.4,0.341,0
27.6,85,0,5,0,1009.8,5.4,186,8.2,0.341,0
30.0,71,2,2,7,1010.7,24.8,187,15.0,0.341,0
31.0,65,7,2,10,1011.3,27.7,190,14.5,0.341,1
32.0,61,5,3,4,1011.4,29.2,190,14.1,0.341,0
32.8,59,3,5,11,1011.1,33.5,188,15.9,0.341,0
33.5,56,4,13,12,1010.1,33.1,190,13.2,0.341,0
33.9,54,19,10,15,1008.5,30.2,189,12.3,0.341,0
33.9,52,69,12,8,1006.8,32.0,182,14.1,0.341,0
33.3,53,99,6,3,1005.7,34.9,167,16.2,0.341,0
33.0,54,100,9,6,1005.4,33.8,169,15.2,0.341,0
31.4,62,100,17,10,1005.8,33.1,175,17.3,0.341,1
30.5,63,98,7,0,1006.1,32.0,172,14.4,0.341,0
30.0,68,100,5,0,1007.4,25.2,175,16.2,0.341,0
30.0,72,100,2,0,1007.5,28.4,193,19.4,0.341,0
29.8,72,99,6,0,1008.8,27.4,187,19.1,0.341,0
29.5,74,99,3,0,1009.6,25.9,183,19.3,0.341,0
29.2,77,98,3,0,1009.7,26.6,190,20.0,0.341,0
29.0,79,98,13,0,1009.7,25.6,196,17.4,0.341,0
28.7,81,87,8,0,1009.1,20.2,201,14.1,0.341,0
28.5,82,44,6,0,1008.4,15.5,197,13.0,0.341,0
28.3,82,41,39,0,1007.8,13.7,192,13.0,0.341,0
28.2,82,53,98,0,1007.4,15.5,192,14.8,0.341,0
28.4,80,59,100,0,1007.4,16.2,186,14.0,0.341,0
28.5,78,100,2,0,1008.0,15.1,178,12.3,0.341,0
28.5,78,98,1,0,1009.2,12.2,169,12.5,0.341,0
29.9,72,97,26,1,1009.9,20.9,134,11.3,0.341,0
30.6,68,78,8,10,1010.4,23.4,152,10.9,0.341,1
31.6,63,33,8,17,1011.1,27.0,150,12.0,0.341,0
33.0,57,38,4,14,1010.7,29.2,161,12.9,0.341,0
33.5,53,63,4,6,1009.9,32.4,177,14.3,0.341,0
32.9,54,66,10,2,1009.0,32.0,193,13.2,0.341,0
33.0,54,71,4,0,1007.3,29.9,158,11.8,0.341,0
32.0,53,79,19,14,1006.6,36.7,186,18.9,0.341,0
31.4,59,93,7,1,1006.1,36.7,182,18.8,0.341,0
30.4,68,100,16,1,1006.5,36.4,177,20.9,0.341,0
29.5,73,100,11,2,1007.1,34.9,187,19.9,0.341,0
29.0,76,100,19,17,1008.4,31.0,192,20.7,0.341,0
28.5,79,96,2,0,1009.5,28.1,169,18.0,0.341,0
28.4,82,100,23,3,1010.5,23.4,182,15.1,0.341,0
28.4,81,99,20,8,1011.3,18.7,188,11.9,0.341,0
28.0,82,58,1,8,1011.3,14.4,199,10.7,0.341,0
27.9,84,4,17,3,1010.8,11.9,201,9.1,0.341,0
27.6,86,52,5,7,1010.1,9.7,242,10.2,0.341,0
27.3,87,65,8,20,1009.4,10.1,220,10.2,0.341,0
27.2,87,100,0,32,1008.7,10.4,212,11.7,0.341,0
27.2,88,99,0,41,1008.6,10.4,219,9.8,0.341,0
27.1,89,99,1,39,1008.9,7.9,208,9.0,0.341,0
27.0,89,97,0,35,1009.4,6.8,202,9.4,0.341,0
27.5,87,100,0,27,1010.3,6.8,205,7.6,0.341,0
28.9,78,100,2,14,1011.1,9.7,189,3.5,0.341,0
30.5,68,97,2,8,1011.6,15.5,180,5.8,0.341,0
32.0,60,65,3,13,1012.0,21.2,177,8.6,0.341,0
33.0,56,96,6,12,1011.8,27.7,179,12.1,0.341,0
33.6,52,82,7,5,1010.9,29.2,180,12.8,0.341,0
34.1,51,92,5,4,1010.1,31.3,181,13.9,0.341,0
33.9,51,94,23,12,1009.3,32.0,179,14.6,0.341,0
32.5,56,96,28,19,1008.5,34.2,186,15.7,0.341,0
32.5,56,100,16,11,1008.0,31.3,182,14.0,0.341,0
31.8,58,95,7,5,1007.8,29.2,179,14.8,0.341,0
30.5,66,100,6,1,1008.2,27.7,182,13.3,0.341,0
29.6,74,100,4,0,1009.0,23.0,185,13.0,0.341,0
29.5,76,99,3,0,1009.5,20.5,192,13.1,0.341,0
29.3,78,100,3,0,1010.2,18.7,187,12.0,0.341,0
29.2,80,100,0,0,1010.8,21.2,194,16.9,0.341,0
29.0,80,100,0,0,1010.9,23.0,200,19.1,0.341,0
28.8,81,99,0,0,1010.8,24.1,200,19.0,0.341,0
28.5,82,98,0,0,1010.4,22.7,206,16.4,0.341,0
28.2,83,97,0,0,1009.7,18.4,208,14.3,0.341,0
28.0,83,93,0,0,1009.1,15.5,205,14.3,0.341,0
27.8,83,90,0,1,1008.8,15.1,202,14.1,0.341,0
27.6,84,98,0,0,1009.1,13.7,195,12.1,0.341,0
27.5,85,94,0,0,1009.8,10.4,190,12.5,0.341,0
27.7,84,3,0,3,1010.2,10.4,186,11.8,0.341,0
30.0,72,0,1,9,1011.2,19.8,190,10.9,0.341,0
31.4,63,0,1,11,1011.9,24.8,185,12.1,0.341,0
32.8,55,0,2,3,1012.3,27.0,187,12.0,0.341,0
33.8,51,0,6,11,1012.2,29.5,184,12.7,0.341,0
34.2,50,0,15,18,1011.4,31.0,182,12.8,0.341,0
34.6,50,0,13,10,1010.4,31.0,189,12.7,0.341,0
34.4,51,11,31,24,1009.4,31.3,184,13.4,0.341,0
33.5,54,23,7,2,1008.4,32.8,190,15.4,0.341,0
33.2,53,9,16,0,1007.7,32.8,183,13.7,0.341,0
32.5,58,8,4,0,1007.6,29.2,187,14.9,0.341,0
31.0,64,2,5,0,1008.0,28.4,180,15.7,0.341,0
30.0,71,0,3,0,1008.6,25.9,179,14.6,0.341,0
30.0,76,27,1,0,1009.2,22.7,194,16.1,0.341,0
29.7,79,65,1,0,1010.1,24.5,195,18.4,0.341,0
29.5,79,100,1,0,1010.4,24.5,203,17.5,0.341,0
29.1,81,100,0,0,1010.5,22.3,204,15.9,0.341,0
28.9,82,89,0,0,1010.4,19.4,205,16.4,0.341,0
28.6,84,6,0,0,1009.8,18.7,202,15.4,0.341,0
28.4,85,0,0,0,1009.3,16.9,203,14.3,0.341,0
28.1,85,0,0,0,1008.9,15.1,202,13.2,0.341,0
28.0,85,0,0,0,1008.8,13.0,198,12.5,0.341,0
27.9,85,0,0,0,1008.8,11.5,187,11.4,0.341,0
27.8,86,0,0,0,1009.2,9.4,197,10.4,0.341,0
28.1,84,0,1,0,1009.9,9.4,198,10.5,0.341,0
29.4,77,0,37,0,1011.0,13.3,193,6.0,0.341,0
30.9,68,2,80,8,1011.8,16.2,127,5.2,0.341,1
32.0,53,33,17,1,1011.4,24.1,216,10.5,0.341,0
33.8,48,75,7,0,1011.0,23.0,195,7.1,0.341,0
34.7,48,19,16,2,1010.3,26.6,185,8.9,0.341,0
35.5,48,82,8,1,1009.1,30.6,189,12.3,0.341,0
35.0,52,5,28,6,1007.5,31.0,167,11.8,0.341,0
34.3,54,14,10,0,1006.3,32.0,181,14.9,0.341,0
33.3,56,5,6,0,1006.0,34.2,184,14.4,0.341,0
33.0,57,29,25,0,1006.7,29.2,150,14.8,0.341,0
31.5,61,46,2,0,1007.4,32.8,140,19.8,0.341,0
31.0,62,97,16,2,1008.3,30.2,108,9.5,0.341,0
30.1,72,83,5,0,1007.9,18.0,184,13.7,0.341,0
29.8,78,85,2,0,1008.9,16.9,147,13.6,0.341,0
29.4,84,0,0,0,1009.4,20.2,155,16.5,0.341,0
29.0,86,0,0,0,1009.5,23.0,155,17.7,0.341,0
28.9,86,0,0,0,1009.3,22.7,162,18.2,0.341,0
28.6,87,0,0,7,1008.6,22.7,162,18.4,0.341,0
28.5,88,0,0,1,1008.1,22.0,165,17.1,0.341,0
28.4,87,0,0,0,1007.9,19.4,161,14.6,0.341,0
28.2,87,0,0,0,1008.0,15.8,154,13.9,0.341,0
28.1,87,0,0,0,1008.3,14.4,151,13.4,0.341,0
28.0,87,2,0,6,1009.1,15.1,130,14.4,0.341,0
28.0,85,20,5,19,1010.1,22.0,129,17.8,0.341,0
30.3,72,24,10,10,1010.5,18.7,174,10.3,0.341,1
28.0,78,32,39,74,1011.8,28.1,133,14.9,0.341,1
30.0,67,31,4,12,1012.2,27.0,114,9.1,0.341,0
32.5,57,27,5,2,1012.1,22.3,145,7.1,0.341,0
33.8,53,40,9,6,1011.2,28.1,163,11.5,0.341,0
33.8,53,30,13,14,1010.1,33.5,167,15.1,0.341,0
31.6,60,41,52,32,1009.4,35.3,171,16.7,0.341,1
32.2,57,63,23,24,1008.3,33.5,169,17.5,0.341,1
30.8,67,99,18,23,1008.4,34.2,164,17.0,0.341,1
29.1,71,100,16,30,1008.9,32.0,132,14.6,0.341,1
29.0,75,100,1,15,1009.0,23.8,144,14.1,0.341,0
27.9,81,100,5,6,1009.9,24.1,188,15.1,0.341,0
29.6,74,98,11,5,1010.3,28.4,163,15.8,0.341,0
29.2,77,100,2,5,1010.8,24.1,170,17.3,0.341,0
29.0,79,99,1,4,1011.5,24.1,163,17.4,0.341,0
28.8,80,98,2,10,1011.8,23.0,162,16.7,0.341,0
28.5,82,89,0,10,1011.9,22.0,158,12.9,0.341,0
28.1,84,72,0,16,1011.3,14.8,148,12.6,0.341,0
27.9,84,64,0,9,1010.8,14.4,150,10.8,0.341,0
27.5,86,70,0,5,1010.1,11.5,123,9.7,0.341,0
27.2,88,0,0,3,1009.9,10.1,113,8.9,0.341,0
26.8,90,3,0,8,1010.4,9.4,105,7.6,0.341,0
26.5,90,0,17,27,1010.9,11.9,76,9.6,0.341,1
26.2,92,0,14,14,1011.4,15.5,68,10.5,0.341,0
26.5,86,10,17,8,1012.9,20.5,39,5.0,0.341,0
29.4,73,38,13,2,1013.2,16.6,106,5.5,0.341,0
31.8,60,8,16,1,1013.1,20.9,115,7.5,0.341,1
33.1,55,0,23,17,1012.6,25.9,110,8.5,0.341,1
33.5,52,0,46,19,1011.7,26.6,114,11.1,0.341,1
30.8,63,0,60,24,1011.1,34.6,135,12.6,0.341,1
33.3,53,0,8,4,1009.5,26.3,131,8.2,0.341,0
34.0,50,0,12,19,1008.7,25.9,117,10.5,0.341,0
34.0,51,0,21,18,1008.3,25.9,126,9.9,0.341,0
